TYPE,TEXT
IOS,"@AppleSupport And when find something else , while am trying to open settings its take looong time to load settings screen , really ???!"
IOS,@AppleSupport The screen freeze on the app while the phone is ringing and when its allow me to answer guess what ? The phone call freeze too and drop off
HARDWARE,"@AppleSupport Hi guys, I think the battery in my iPhone 5S is swollen from what I've read online. What do I do?"
ICLOUD,@AppleSupport can I access anything I put in my Files from any device through iCloud? #iOS11
IOS,"@AppleSupport yesterday while my iPhone was charging,Siri activated herself, made a research about gold and start reading it lmao, is this usually happen?"
HARDWARE,Anyone else having battery and iOS issues after the new 11.0.2 update on their iPhone 6plus? @AppleSupport any ideas? I had to factory rest
HARDWARE,@AppleSupport how do you fix the battery draining problem after the 11.0.3 upgrade???  Draining as I type :(
HUMAN,@AppleSupport ...before it walked me through the steps and allowed me to enter the new account info? I'm besides myself and now have to try to buy...
HARDWARE,"iOS 11 is draining the battery of my iPhone 6s Plus, it goes from 100% to 40% in two hours and a half, any advice @AppleSupport ?"
HARDWARE,@AppleSupport battery drain has gone even crazier with 11.0.2!!! Can this be addressed on the next update release?
HARDWARE,"Hey @AppleSupport - iOS 11.0.3 is draining the battery on my iPhone 6S. It seems to slow down recharging, too. Is there a fix on the way?"
HARDWARE,Yo @AppleSupport why is my phone battery garbage since the new update?
HARDWARE,@AppleSupport hello I read in an online article I can contact you via twitter to discuss getting battery diagnostic online can you help?
IOS,Wow. Ok. iOS11 is adjusting my screen brightness by itself?? Bruh this is _creepy_. @AppleSupport
HARDWARE,@AppleSupport @115858 are you planning to fix the problem with battery usage caused by late software upgrade? Or I need to change @122609
NETWORK,"@115858 @AppleSupport why is my iPhone turning on its WiFi all by itself CONSTANTLY, like every 30 mins at least, after I upgraded my iOS?"
HARDWARE,@AppleSupport My iPad2 is having battery issues. Worth it to replace the battery or to recycle?
IOS,"@AppleSupport Ever since I upgraded my software on my iPhone 7, it has been running like shit. Why is this happening?"
HARDWARE,"@AppleSupport After updating to IOS 11.0.2 battery started draining, I called apple support but they did not help me. What should I do now?"
NETWORK,Wifi and Bluetooth switches in control center still not functioning accordingly. Updated to 11.0.2 also. What now @AppleSupport @116333 ?
APPS,"@AppleSupport is there a way to make the screen shots automatically save to my photos, instead of having it pop up in the corner?"
HUMAN,@AppleSupport I need to know if the mail I receive is false? I did not buy any games today
HARDWARE,"@AppleSupport battery on 7 plus, 11.1 is lasting 4 hours..... any hope on a new software update? Been happening since 11.0 public beta 1"
IOS,@AppleSupport Yes it works in other places I called wells fargo earlier they told me that problem is probably new update what should I do buy iphone 8 ?
HARDWARE,@AppleSupport @338204 I'm also having severe battery issues but until now I've remained silent. I was also hoping iOS11.0.3 would fix it. It did not. What gives?
HARDWARE,"@AppleSupport How TO GET BACK OLD IPHONE POWER? Phone is laggy, low battery life, wifi connection is bad...."
NETWORK,@AppleSupport how do I fix the no internet error while downloading the iOS 11 update? I have tried everything and my phone has no service.
HARDWARE,@AppleSupport Not to mention the battery life! I lose 10% in mere 10 minutes of minimal use over Wi-Fi! Can you release an update that actually works??
HARDWARE,"@AppleSupport Can you help me, I think my iPhone 6S plus battery is dying, starting to act weird. How do I know?"
HARDWARE,@AppleSupport 11.0.2 keeps freezing my home screen up which makes my phone ancient slow.battery life is terrible. Is there a fix on the way?
IOS,@AppleSupport how do you do split screen on iOS 11 on the iPad Pro?
HARDWARE,@AppleSupport I am experiencing terrible battery life with 11.0.2 on an Iphone 7 plus. @115858 what are you people doing?!?!
NETWORK,@AppleSupport have new iOS - why when I turn WiFi off at night do I wake up to find it back on? Infuriating!
HARDWARE,@AppleSupport Using 11.0.3 on an iphone 6 and my phone is on charge the whole day because the battery drains like toilet flush...r u fixing this issue?
HARDWARE,@AppleSupport Battery max tips r pointless when the real issue is with ios. Should i jes switch to android and end this torchure?jes say it so v move on
HARDWARE,"@AppleSupport : Each time I manipulate my iPhone 6s, the screen turns-on. Is there a way to start the phone only with the button?"
IOS,@AppleSupport I UPGRADED MY PHONE LESS THAN 24HRS AGO AND ITS RANDOMLY SHUT OFF TWICE SINCE THEN. WHAT THE FUCK??!
HARDWARE,@AppleSupport so I have an iPhone 6s Plus and I had 0 issues with until now. It takes forever to charge and the battery only lasts like 2-3 hours tops...... so can you guys fix this or not? Because this is ridiculous
HARDWARE,@342616 @AppleSupport Did @AppleSupport fix your battery problem.? I have exactly the same issue all of a sudden.
HARDWARE,@AppleSupport How can I fix my phone screen in suadi ??
HARDWARE,"@AppleSupport my daughter's new-ish iphone 6s's battery is terrible, can we do some diagnostics on it?"
NETWORK,@AppleSupport WHY DOES MY WIFI KEEP TURNING ON BY ITSELF AFTER iOS 11 UPDATE?? Urgent
HUMAN,"@AppleSupport iPad Pro 10.5 warranty repair/replacement 9/28 in Europe, no feedback since, emails being ignored, I'm lost, who to contact?"
NETWORK,"@AppleSupport and one more thing: I will start using all social networks in 4 languages on what APPLE is doing, ok? so, hurry"
HARDWARE,@AppleSupport I just got the most recent upgrade and battery is draining at rapid speed.  Can I undo update?  This sucks!
IOS,"@AppleSupport hello, only a (maybe stupid) question, please. What's happen is Face IF fails? We can deadlock the iPhone by code or password? Or, if I say to my girl, friend or something that he take the phone for something, how can he use? Thanks so much"
HARDWARE,"@AppleSupport the new iOS update makes my wifi turn on when i turned it off so its burning my battery, help?"
COMPLAIN,@AppleSupport Then why even have the option to turn it off when you swipe to the right from the home screen?
HARDWARE,"@AppleSupport how do I reverse my phone back to IOS10? IOS11 is draining my battery, dropping my Wi-fi and keeps freezing on the mail app!"
ICLOUD,"@AppleSupport On my icloud account???? How do i fix this, theres 7 years worth of pictures on there i would really like back"
HARDWARE,@115858 @AppleSupport why is my phone battery dying within 10 minutes after charging it ? 98% - 59% full service area barley using it.......
COMPLAIN,@AppleSupport is Screen Recording a Joke? or this is the best u can develop???
HARDWARE,"@AppleSupport since the latest iOS update, my battery is draining at a silly speed??? Fix this pls apple"
HARDWARE,@AppleSupport how much does it cost to get my iPhone 6 Plus screen fixed?
HARDWARE,My iphone's touch screen becomes unresponsive when I am charging it. Is that normal? cc @AppleSupport
COMPLAIN,@6575 @AppleSupport I thought Apple TV auto upgraded my movies to 4K.why do I have to buy GhostBusters (1984( again to get 4K?
HARDWARE,"@AppleSupport can we get some feedback on whats happening with ios 11.0.2? Bought an iPhone 7 yesterday, updated and battery life is abysmal"
NETWORK,@AppleSupport iOS 11.0.2 still not completely disconnecting on WiFi. Is this intentional? Friend has same iOS and iPhone 8 plus
HARDWARE,@AppleSupport is there a way to check my iphone's battery life? it depletes very quickly.
PURCHASE,"@AppleSupport hi, does student discount apply when i want to buy a new phone?"
ICLOUD,@AppleSupport Not sure when the 11.0.3 was released. Last week? Works fine on the iPad but seems to freeze when trying to sync with iCloud
IOS,@AppleSupport WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?
HARDWARE,@AppleSupport hiDo you also have a problem with the silent switch not vibrating instantly but only after you wake the screen ?!
HARDWARE,@AppleSupport iPhone 7 having crazy battery problems as well as connectivity issues since iOS update. What do I do?
HARDWARE,@AppleSupport is there anyway to check my iPhone 7 battery health?
COMPLAIN,My phone has just deleted ALL my photos??? WHAT THE FUCK @AppleSupport
HARDWARE,@AppleSupport Is it possible to go back to iOS 11.0.1 after updating to 11.0.2? Battery drain is real bad.
HARDWARE,Can I have my battery life back? Thanks. @AppleSupport
PURCHASE,@AppleSupport I'm looking to buy the iPhone 7plus  but then the 8plus looks intriguing to me. What is the difference between the two phones?
COMPLAIN,@AppleSupport did you get rid of the feature where you could 3D Touch the edge of the screen to open multitasking??
HARDWARE,@AppleSupport I've heard you may be able to setup a battery diagnostic on my iPhone 5S?
HARDWARE,"@AppleSupport  even after 11.1.2 ipod touch 6th gen'sbattery drains very fast,what to do ??"
HARDWARE,@AppleSupport would the iPhone 7 Smart Battery Case work on an iPhone 8?
HARDWARE,"@AppleSupport I updated Friday and had terrible problems since. My phone was fine before this, battery dying etc. How can I fix this?"
HARDWARE,@AppleSupport iOS 11.0.3 has ruined my battery life.  phone going black at 20%. what is going on?!
HARDWARE,@AppleSupport this battery drain is insane! From 100 to 17% overnight. Really?! #ios1103 #batterydrain
HARDWARE,@AppleSupport How do you know if the battery needs to be replaced? It's just a coincidence this happened after the update?
HARDWARE,Anyone else notice the @115858 watch having a shorter battery life after the watch update? I had two days now I have 5 hours. @AppleSupport
IOS,@AppleSupport I lost my archived backup for my iPad when my iMac crashed. Can the Genius Bar set me up with the finished iOS 11?
HARDWARE,@AppleSupport why my iPhone battery dying so fast ????
HARDWARE,"@AppleSupport drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?"
HARDWARE,"@AppleSupport I've had a lot of troubles with my iPhone 6s since the upgrade to #iOS11. Phone not responding, battery getting low quickly... Any solution?"
ICLOUD,@AppleSupport how do you remove a photo from your iCloud profile?
HARDWARE,@AppleSupport @TMobileHelp 11.0.03 update literally devours my battery. Any suggestions?
IOS,@AppleSupport just updated to 11.0.3 and can no longer swap my screens by pressing the left side. Is there a different way of doing it now??
HARDWARE,"@AppleSupport why my battery percentage keep draining while charging? And the battery cant charge, its stay at 15%"
ICLOUD,"When I delete photos from my iPhone, why are they still in iCloud? How long does it take to delete them from everywhere? @AppleSupport"
PURCHASE,@AppleSupport! What If I buy Iphone x(unlocked) from usa? Will I get the warranty? In India?#urgenthelp!
ICLOUD,"@AppleSupport How can I turn off these annoying ""iCloud Storage is Full"" messages on a Mac?"
HARDWARE,@AppleSupport In english...how is posible no left battery with an activity dont have permission?off the option... but apps consume batt in second plane
NETWORK,"@AppleSupport Wifi status menu includes ""Create a Network"" command. It once allowed for optional password. No More. How to make it secure?"
IOS,"@AppleSupport This ""work around"" is helpful but why you always screwing with ppls phones when the new ones come out!? Still gonna buy one tho don't worry"
HARDWARE,@AppleSupport any way to check overall battery health of my iPhone 7?
APPS,"@AppleSupport When I screen record and edit the video in iMovie, the sound goes missing. The microphone is turned on, and I can hear it when played inside the photo library. But not in imovie. Any fix?"
HUMAN,@AppleSupport Dear iphone. I would like to help my old friend. She lost her phone but when she found it. The phone was locked. Any help?
NETWORK,@AppleSupport Y wifi is switching on by itself after update to 11.3 ???
HARDWARE,"@AppleSupport, I have adjusted as much as I can and battery on iPhone 6 is still draining fast. 11.3 made it worse. When will you fix???"
HARDWARE,@AppleSupport Hi - I've tried the UK website but can't find the answer! Can I still buy a genuine Apple battery for an iPhone 4S in the UK?
HARDWARE,"@AppleSupport Hi there, I think that my iP6s's battery drains too fast. Is there a way to check battery health?"
HARDWARE,@AppleSupport my battery dies so much faster wifh iOS 11.0.3. Can you do another update that fixes the battery issue?
HARDWARE,@AppleSupport anyway to check the battery health on my iphone 5?
HARDWARE,Pourquoi mon iPhone 7 est si lent ?Hey @AppleSupport why is my iPhone 7 so slow ? And battery draining quite fast.
HARDWARE,"@AppleSupport after I updated my phone to OS 11, the battery performance is deteriorated..how can I revert back to OS 10?"
IOS,@AppleSupport the screen recording that you just added recently is pretty awesome but can it record in landscape mode?
NETWORK,@AppleSupport why does wifi turn on all day??? It gets me crazy...
HARDWARE,how much does an battery replacement cost for an iphone 7? @AppleSupport
HARDWARE,#ios11 draining the battery life of my #iphone and #ipadpro. Solution @AppleSupport ?
PURCHASE,@AppleSupport is the warranty international? If I buy an iPhone in the USA it will be covered in Brazil? Thx
NETWORK,@AppleSupport how can I fix my wifi from disconnecting with my iPhone? Wifi strength is not the problem
HARDWARE,"Does @AppleSupport support MacBook Pro Touch Bar battery replacement, and if it does, how much does it cost?"
HARDWARE,"@115858 @AppleSupport iOS 11.0.3 really sucks! Constant crashing, battery life reduced to 3.5 hours, and overheating. What the F??"
HARDWARE,@AppleSupport why is it since I have updated my phone it is now slow as fuck and the battery only lasts 5min?
NETWORK,.@AppleSupport Can I still make calls on the Apple Watch 3 when I am in WIFI without the LTE Version? #AskingForaFriend
HARDWARE,@AppleSupport My iPhone 7 screen has accidentally cracked :( What should I do? Plz help.
PURCHASE,Okay I'm confused @AppleSupport im broke and wanna buy #iPhone7 how can I do that please ?
HARDWARE,Hey @AppleSupport is there a way I can tell what the battery health is like on my 6s plus at all?
HARDWARE,@AppleSupport why the fuck my phone keep freezing?!!!
HARDWARE,Hey @AppleSupport can you please explain why 4 months into buying a brand new expensive phone off you its gone completely unresponsive?
HARDWARE,Is anyone else having issues with the new apple update? @AppleSupport #batterydying #havetostaypluggedup
IOS,@AppleSupport It stays stuck on 0:00 on my lock screen when I have music playing. What is this sorcery? Lmk thx
HARDWARE,@AppleSupport when are you going to sort the bloody update? Phone is freezing constantly battery dying and speakers/ volume not working....
PURCHASE,@AppleSupport Is there a way to buy a extended warranty for a MacBook Pro bought a couple of  weeks ago?
COMPLAIN,@AppleSupport @315843 Why you ask? I think it is so people get frustrated and buy the 8 model or the new one going on pre order soon
HARDWARE,@AppleSupport phone fell from 0.5 metres and front screen shattered - how is it the strongest ever ? Replace it free ?? Where in Gurgaon?
HARDWARE,"@116333 @AppleSupport Hi, Is it just my watch or is the watchOS4 a fast drainer of my battery life?"
HARDWARE,@AppleSupport Where can I see what kills my battery after 3 hours since iOS 11? also the podcast app is virtually unusable in 11. You have lost the plot.
NETWORK,@AppleSupport My WIFI button was greyed out and cannot connect to WIFI since update.  Any ideas how to fix? #thanks
NETWORK,is there any solution about disconnecting wifi on control center without repetitive automatic connection? @AppleSupport
APPS,"@AppleSupport ios 11.0.3 on iPhone SE. Well... I can't really upgrade Music app, can I? It's not showing anything on the locked screen."
IOS,@AppleSupport The time keeps disappearing on my lock screen and I have to restart my phone to see it again- any fixes you know of?
NETWORK,@AppleSupport Is it possible to do Time Machine backups to a network drive in macOS?
HARDWARE,@AppleSupport why did my battery life cut by 75% when I updated? Why is my phone randomly dying at percents other than 0%? #confused
HARDWARE,@AppleSupport I think my iPad battery is dying. Can we run Diagnostics?
HARDWARE,@115858 What has happened after iOS 11 update ? Battery is draining like an open Tap. Can something be done? Or I sell it off?@AppleSupport
HARDWARE,@AppleSupport major battery drain after updating to 11.0.3. Any suggestions?
ICLOUD,@AppleSupport How do I delete/ close an Apple ID/ iCloud account?
NETWORK,@AppleSupport hi. Can we stream apple music on Apple Watch S3 GPS only ? (Via wifi/iPhone connection)
ICLOUD,@AppleSupport I think I'm talking about iCloud Drive? Not entirely sure. Let's continue this conversation via DM.
ICLOUD,".@AppleSupport can I store individual files in iCloud, as opposed to EVERYTHING? I need to free up space on my MacBook, but only want to put some large files in the cloud."
HARDWARE,@AppleSupport Constant screen freezing with a genuine apple screen. How do I get a refund ?
HARDWARE,@AppleSupport since the iOS 11 update my touchscreen becomes unresponsive sometimes. This is a new replacement from yous?
HARDWARE,"@AppleSupport All I see is battery repairs, what is it for my screen?"
HARDWARE,"@AppleSupport Hey, how much would it cost for me to get my Apple Watch Series 1 42mm sport a replacement screen?"
HARDWARE,@AppleSupport why is my battery draining so quickly?! This is ridiculous!! I dont have time to sit by a charger all day long!! #ios1103
HARDWARE,@AppleSupport @115858 why does my battery die much faster with the latest update?
HARDWARE,Hey @AppleSupport why does your latest ios update eat up my battery so quickly?
PURCHASE,@AppleSupport when you buy the apple watch sport band do you get both the s/m band and m/l band at the $50 purchase?
HARDWARE,@AppleSupport can you provide an update to fix how much my battery drains when it's unplugged?
HARDWARE,Man iOS 11.0.3 is SOOOOOOOOOO garbage.  My battery when from 83% to 52% JUST from the time I got to work from home. WTH?!?! @AppleSupport
NETWORK,@AppleSupport hay apple is there anyway to close my wifi from the control center??!!
IOS,Hi @AppleSupport is it normal that IOS 11 makes my iPhone 6 have shitty performance ?
HARDWARE,@AppleSupport hey apple! Ios 11.0.3 is absorbing my battery. When new release will come?
ICLOUD,Can we store music in iCloud? @AppleSupport
ICLOUD,@AppleSupport Do I need to sign out of iCloud first on my iPad before I start the process?
HARDWARE,"@AppleSupport No. I have the iOS 11.1 beta, the battery is low because I have the beta?"
HARDWARE,"@AppleSupport hey, is there any way too see if the battery of my iPhone is bad? Like a test o something like that"
IOS,@AppleSupport iPhone 6s updated to iOS 11. Phone now flashing and screen not going black during calls! Any ideas why? TIA
HARDWARE,"Dear @AppleSupport my iPhone has been a disaster since I downloaded your new iOS update - wtf?!!! Apps crash, battery life non-existent!"
HARDWARE,@AppleSupport can you plz check my battery health for iPhone 5s?
HARDWARE,@AppleSupport any tips to helping battery life of a 6+ using iOS11?
ICLOUD,"@AppleSupport can I delete pics from my phone but keep them in the iCloud, while still auto updating??? #needhelp #forevermemories #trust"
HARDWARE,Hey @AppleSupport why is my iPhone8+ home/lock screen sucking down my battery?  Just started this AM.
IOS,"Yooooo @AppleSupport, my alarm does not ring/rings incredibly soft, since IOS11. How do I fix this shit ??? It does not ring on silent"
HARDWARE,@AppleSupport can you check my iPhone 6s battery health?
HARDWARE,Hi @AppleSupport after installing IOS 11.0.3 my battery life has dramatically decreased and is overheating while charging where is 11.0.4?
NETWORK,@AppleSupport my phone is not picking up both cellular data and wifi..... what might be the problem?
HARDWARE,@AppleSupport what is the fix for the fast battery drain since I upgraded to IOS 11.0.3?
APPS,@AppleSupport #iOS11 how do I change song from lock screen ?
ICLOUD,@AppleSupport my iphone has restored to my old iphone and i can't seem to switch it back? i've lost all my photos and i'm about to kick off
HARDWARE,@AppleSupport noticed a blue discoloration on my screen and a massive decrease in battery capacity . Online searching says this is due to an expanding battery. Recommendations? And dangers?
HARDWARE,@AppleSupport any way to check my iphones overall battery health?
IOS,@AppleSupport My new iPhone X keeps turning itself on silent at random times on the screen but nothing is interfering with the button?
HARDWARE,@AppleSupport Why 11 make my iphone 7+ lacks of battery performance?
HARDWARE,"Hi @116333, the Smart Battery Case will be compatible with iPhone X? thanks for your attention @115858 @AppleSupport"
HARDWARE,"@AppleSupport if I purchased AirPods from Best Buy, can I bring them to Apple Store for tech support? Within 90 days of purchase."
ICLOUD,@AppleSupport why is ios11 so bad on my phone and why does iCloud corrupt all my photos? Seriously I can barely use @128065 anymore.
HARDWARE,"@AppleSupport, my iPhone 8 just turned off on its own. (Black screen with little white line out of nowhere) any clue why?"
HARDWARE,@116333 @AppleSupport when will the iOS 11 battery issue be fixed?
COMPLAIN,@AppleSupport Why private?  Laura didn't have any issue telling whole store that my hands were shaking.  had item 10 days. screen cracked.  She blamedme.
HARDWARE,Why is iOS 11 killing my battery life on my iPhone 7+? @AppleSupport @TMobileHelp
HARDWARE,Feels like ios 11 kryptonited the battery on my 6. Forced obsolescence ? @AppleSupport
ICLOUD,"Around 50 tracks I can't download from iCloud, around 30 is just wrong. Nice work, @115948! Can someone from @AppleSupport help?"
COMPLAIN,@AppleSupport my phone is lagging so much and i cant get shit done because it always decides to freeze. when are you guys going to fix this?
HARDWARE,@383850 im deadass looking at the pixle rn like what the heckle @AppleSupport why did my phone die while it was charging????
NETWORK,Hey @AppleSupport by when will you fix the Notification Center in iOS 11? Wifi and Bluetooth don't switch off from there!
HARDWARE,Hi @AppleSupport do i have to always calibrate my iphone battery monthly to keep battery healthy?
HARDWARE,My @AppleSupport iPhone is complete shit. Switches off at 80% battery. What should I change to people?
ICLOUD,@AppleSupport can I change the account linked to Apple Store app? Used to be my iCloud account but now it is my iTunes account
ICLOUD,Hey @AppleSupport will my case ever solve? ID: 100293497713 reported on Sep 18 and paying you since last 6 mo without any service #icloud
PURCHASE,"@AppleSupport Can I buy a phone using my credit card, and another person pick up at Apple Store without carrying the credit card ?"
NETWORK,@AppleSupport why does my phone only work on WiFi when my boyfriends works just fine on the same phone service plan? Making me hate iPhones
COMPLAIN,@AppleSupport iPhone X lock screen goes blank; can only be fixed with reboot. Known issue on your boards. Fix coming soon?
PURCHASE,.@AppleSupport can we buy iPhone 8/X UNlocked?
HARDWARE,@AppleSupport ever since I updated my phone my battery has been dying quickly. Can you help?
HARDWARE,Hey @AppleSupport iOS 11.1.2 drains my battery like crazy and I have a 7 plus...thoughts?
HARDWARE,@AppleSupport does iOS 11.1 fix battery drain?
NETWORK,"@AppleSupport Hi, I game WiFi available. What is the next step??"
ICLOUD,Can @AppleSupport @115858 restore iCloud Drive files? I need a file deleted like 3 months ago
HARDWARE,@AppleSupport when you buy a screen protector from apple does it come with a warrenty?
HARDWARE,@AppleSupport can you check my iphones battery status?
ICLOUD,"Hey @AppleSupport, why has my iCloud access suddenly stopped? Keeps asking me to type in my password over and over again. Also getting repeated verification messages. Can't access my work or personal emails, iMessenger or photos. I'm on iPhone 5, iOS 10.3.3"
APPS,@AppleSupport why do my iMessage screenshots come out black? How do I change it?
HARDWARE,"@AppleSupport Dear apple, I just bought apple watch a week ago. And there is already scratch on the screen. I have the video. Send to..?"
APPS,@AppleSupport Whyyy will itunes on my Mac not play the music videos in my library that aren't downloaded? It just sits on a black screen
HARDWARE,@AppleSupport My battery is draining so fast lately with this new update. What's happening over there? my iphone SE is crying
HARDWARE,@AppleSupport is iOS 11 suppose to really suck for 6s?  As battery terrible.  How do I go back to previous software?
NETWORK,Hey @AppleSupport why does my phone keep switching WiFi on?! Only since OS update
PURCHASE,@AppleSupport is it possible to buy a wired keyboard with numeric pad? Thank you.
HARDWARE,@AppleSupport Really? Because the upgrade killed my battery life just like everyone else that did it. Not seeing any improvement with the latest software.
APPS,@115858 @AppleSupport Recently on my iPhone 7 whenever I take a screenshot it turns out as a blank white screen. How do I resolve this issue?
ICLOUD,"@AppleSupport hello, team! I have reset my phone and restored it from iCloud backup but all my music in Apple Music is gone, except for the purchases made from iTunes Store before Apple Music. How do I fix it? iPhone SE 16, iOS 11.0.3"
NETWORK,@AppleSupport ever since I upgraded to iOS11 I periodically lose data connectivity. Have to reset network settings. Why does this happen?
HARDWARE,@AppleSupport It looks like iOS 11.0.3 broke the battery of my iPhone 6... When can we expect a fix (or the option to downgrade)?
ICLOUD,@AppleSupport Gibt es zurzeit ein Problem die iCloud Mediathek zu aktivieren?Kriege dauernd eine Fehlermeldung wenn ich es versuche.
HARDWARE,@AppleSupport is there a section in the phone where I can see the health of my battery?
NETWORK,"@AppleSupport what is going on with iOs11? Phone will not connect to WiFi, is unresponsive or slow! Horrific fumbling on Apples part"
APPS,@AppleSupport For iPad pro Screenshots: Is it possible to change the thickness pencil lines? They are quite thick (within Note they are thinner)?
HARDWARE,So the touchscreen on my iPhone has decided to work when it feels like it? Anyone else experience this? @AppleSupport #DontWantANewPhone
HARDWARE,"@AppleSupport Quickest way to get a replacement for a lost AirPod in NL? I hoped I could walk in the Apple Store, tried and failed!"
HARDWARE,@AppleSupport Does the 2017 iMac support 1080p screens through (usb c to) HDMI? or 4k only?
NETWORK,Why does my WiFi keep turning on by itself and how the hell can I disable that feature?? @AppleSupport
HARDWARE,@AppleSupport Is there a reason why my phone battery life has gone down substantially? Better yet... How can I fix this?
HARDWARE,"@AppleSupport my first iPhone (7) - superb. update to new IOS and it becomes absolute garbage. Battery gone, unuseable, buggy mess - how?!"
NETWORK,@AppleSupport Both. Reading this I notice if I walk to a new location WiFi is re-enabled?
APPS,"@AppleSupport downloaded ios11, my screen is auto dimming, how do i change this? As the turn off button has gone? #hateit #help"
ICLOUD,"@AppleSupport Hello, Do you have a one-year storage plan on ICloud?"
NETWORK,"Hi @AppleSupport, How much is 9.7inch cellular+wifi IPAD?"
NETWORK,@AppleSupport or @117735 can either of you explain why my phone suddenly only seems to work when its connected to wifi???
HARDWARE,@AppleSupport why is the ios11 so buggy and battery draining in the iphone 7+??????? Its annoying!!
HUMAN,@AppleSupport any tips for above screenshot - how to pause/play podcasts now?
ICLOUD,"@AppleSupport my phone is broken and i need to log into my iCloud, but it says I need to verify on my phone, WHICH IS BROKEN. what do?"
ICLOUD,"@AppleSupport my phone is broken and i need to log into my iCloud, but it says I need to verify on my phone, WHICH IS BROKEN. what do?"
